App Area,Category,Method,Path,Auth Type,Headers,Controller,Handler,Source File,Line
MyBoga,POD,POST,/ext/POD/GetUser,No visible handler-level auth,,PODController,GetUser,Boga.WebAPI/Controller/PODController.cs,305
MyBoga,POD,POST,/ext/POD/GradeList,No visible handler-level auth,,PODController,GradeList,Boga.WebAPI/Controller/PODController.cs,268
MyBoga,POD,POST,/ext/POD/PositionList,No visible handler-level auth,,PODController,PositionList,Boga.WebAPI/Controller/PODController.cs,195
MyBoga,POD,POST,/ext/POD/PostFPOData,No visible handler-level auth,,PODController,PostFPOData,Boga.WebAPI/Controller/PODController.cs,334
MyBoga,POD,POST,/ext/POD/SectionList,No visible handler-level auth,,PODController,SectionList,Boga.WebAPI/Controller/PODController.cs,158
MyBoga,POD,POST,/ext/POD/UpdateStatus,No visible handler-level auth,,PODController,UpdateStatus,Boga.WebAPI/Controller/PODController.cs,613
MyBoga,PaymentPlanning,POST,/api/PaymentPlanning/CreateDashboardPaymentPlanning,No visible handler-level auth,,PaymentPlanningController,CreateDashboardPaymentPlanning,Boga.WebAPI/Controller/PaymentPlanningController.cs,62
MyBoga,PaymentPlanning,POST,/api/PaymentPlanning/CreateOtherTransaction,No visible handler-level auth,,PaymentPlanningController,CreateOtherTransaction,Boga.WebAPI/Controller/PaymentPlanningController.cs,30
MyBoga,PaymentPlanning,POST,/api/PaymentPlanning/VoidDashboardPaymentPlanningLegalDocument,No visible handler-level auth,,PaymentPlanningController,VoidDashboardPaymentPlanningLegalDocument,Boga.WebAPI/Controller/PaymentPlanningController.cs,96
MyBoga,PaymentRequest,POST,/api/PaymentRequest/GetDataNPWP,No visible handler-level auth,,PaymentRequestController,GetDataNPWP,Boga.WebAPI/Controller/PaymentRequestController.cs,101
MyBoga,PaymentRequest,POST,/api/PaymentRequest/GetDataTaxAccount,No visible handler-level auth,,PaymentRequestController,GetDataTaxAccount,Boga.WebAPI/Controller/PaymentRequestController.cs,125
MyBoga,PaymentRequest,POST,/api/PaymentRequest/GetDataTransaction,No visible handler-level auth,,PaymentRequestController,GetDataTransaction,Boga.WebAPI/Controller/PaymentRequestController.cs,39
MyBoga,PaymentRequest,POST,/api/PaymentRequest/GetDataVAT,No visible handler-level auth,,PaymentRequestController,GetDataVAT,Boga.WebAPI/Controller/PaymentRequestController.cs,149
MyBoga,PaymentRequest,POST,/api/PaymentRequest/ProcessJournalAIBatch,No visible handler-level auth,,PaymentRequestController,ProcessAIBatch,Boga.WebAPI/Controller/PaymentRequestController.cs,173
MyBoga,PaymentRequest,POST,/api/PaymentRequest/SavingDataFromTax,No visible handler-level auth,,PaymentRequestController,SavingDataFromTax,Boga.WebAPI/Controller/PaymentRequestController.cs,73
MyBoga,Production,POST,/api/Production/AddPO,No visible handler-level auth,,ProductionController,AddPO,Boga.WebAPI/Controller/ProductionController.cs,85
MyBoga,Production,POST,/api/Production/AddPOBackDate,No visible handler-level auth,,ProductionController,AddPOHistory,Boga.WebAPI/Controller/ProductionController.cs,92
MyBoga,Production,POST,/api/Production/AddTransfer,No visible handler-level auth,,ProductionController,AddTransfer,Boga.WebAPI/Controller/ProductionController.cs,171
MyBoga,Production,POST,/api/Production/GetProductionOrderCodeByBatch,No visible handler-level auth,,ProductionController,GetProductionOrderCodeByBatch,Boga.WebAPI/Controller/ProductionController.cs,156
MyBoga,Production,POST,/api/Production/ListBOM,No visible handler-level auth,,ProductionController,ListBOM,Boga.WebAPI/Controller/ProductionController.cs,99
MyBoga,Production,POST,/api/Production/ListBOMDetail,No visible handler-level auth,,ProductionController,ListBOMDetail,Boga.WebAPI/Controller/ProductionController.cs,107
MyBoga,Production,POST,/api/Production/ListOutlet,No visible handler-level auth,,ProductionController,ListOutlet,Boga.WebAPI/Controller/ProductionController.cs,240
MyBoga,Production,POST,/api/Production/ListPO,No visible handler-level auth,,ProductionController,ListPO,Boga.WebAPI/Controller/ProductionController.cs,114
MyBoga,Production,POST,/api/Production/ListPODetail,No visible handler-level auth,,ProductionController,ListPODetail,Boga.WebAPI/Controller/ProductionController.cs,121
MyBoga,Production,POST,/api/Production/ListPODetailByPR,No visible handler-level auth,,ProductionController,ListPODetailByPR,Boga.WebAPI/Controller/ProductionController.cs,135
MyBoga,Production,POST,/api/Production/ListPODetailHistory,No visible handler-level auth,,ProductionController,ListPODetailHistory,Boga.WebAPI/Controller/ProductionController.cs,128
MyBoga,Production,POST,/api/Production/ListPlan,No visible handler-level auth,,ProductionController,ListPlan,Boga.WebAPI/Controller/ProductionController.cs,47
MyBoga,Production,POST,/api/Production/ListPlanDetail,No visible handler-level auth,,ProductionController,ListPlanDetail,Boga.WebAPI/Controller/ProductionController.cs,63
MyBoga,Production,POST,/api/Production/ListPlanDetailCurrent,No visible handler-level auth,,ProductionController,ListPlanDetailCurrent,Boga.WebAPI/Controller/ProductionController.cs,70
MyBoga,Production,POST,/api/Production/ListPlanDetailHistory,No visible handler-level auth,,ProductionController,ListPlanDetailHistory,Boga.WebAPI/Controller/ProductionController.cs,77
MyBoga,Production,POST,/api/Production/ListPlanWithPR,No visible handler-level auth,,ProductionController,ListPlanWithPR,Boga.WebAPI/Controller/ProductionController.cs,55
MyBoga,Production,POST,/api/Production/ListTransferStock,No visible handler-level auth,,ProductionController,ListTransferStock,Boga.WebAPI/Controller/ProductionController.cs,142
MyBoga,Production,POST,/api/Production/ListTransferStockDetail,No visible handler-level auth,,ProductionController,ListTransferStockDetail,Boga.WebAPI/Controller/ProductionController.cs,149
MyBoga,Production,POST,/api/Production/ProductionExportEmailNotification,No visible handler-level auth,,ProductionController,ProductionExportEmailNotification,Boga.WebAPI/Controller/ProductionController.cs,262
MyBoga,Production,POST,/api/Production/SimpleManufacturingAssembly,No visible handler-level auth,,ProductionController,SimpleManufacturingAssembly,Boga.WebAPI/Controller/ProductionController.cs,311
MyBoga,Production,POST,/api/Production/SimpleManufacturingAuthorize,No visible handler-level auth,,ProductionController,SimpleManufacturingAuthorize,Boga.WebAPI/Controller/ProductionController.cs,326
MyBoga,Production,POST,/api/Production/SimpleManufacturingIndex,No visible handler-level auth,,ProductionController,SimpleManufacturingIndex,Boga.WebAPI/Controller/ProductionController.cs,304
MyBoga,Production,POST,/api/Production/SubmitSimpleManufacturing,No visible handler-level auth,,ProductionController,SubmitSimpleManufacturing,Boga.WebAPI/Controller/ProductionController.cs,343
MyBoga,Production,POST,/api/Production/ValidationDataExported,No visible handler-level auth,,ProductionController,ValidationDataExported,Boga.WebAPI/Controller/ProductionController.cs,290
MyBoga,Production,POST,/api/Production/ValidationSave,No visible handler-level auth,,ProductionController,ValidationSave,Boga.WebAPI/Controller/ProductionController.cs,255
MyBoga,Production,POST,/api/Production/ViewGoodsDelivery,No visible handler-level auth,,ProductionController,ViewGoodsDelivery,Boga.WebAPI/Controller/ProductionController.cs,248
MyBoga,ProjectManagement,POST,/api/ProjectManagement/DeleteAttachment,No visible handler-level auth,,ProjectManagementController,DeleteAttachment,Boga.WebAPI/Controller/ProjectManagementController.cs,340
MyBoga,ProjectManagement,POST,/api/ProjectManagement/DeleteDetailTask,No visible handler-level auth,,ProjectManagementController,DeleteDetailTask,Boga.WebAPI/Controller/ProjectManagementController.cs,487
MyBoga,ProjectManagement,POST,/api/ProjectManagement/DeleteTask,No visible handler-level auth,,ProjectManagementController,DeleteTask,Boga.WebAPI/Controller/ProjectManagementController.cs,515
MyBoga,ProjectManagement,POST,/api/ProjectManagement/DetailProject,No visible handler-level auth,,ProjectManagementController,DetailProject,Boga.WebAPI/Controller/ProjectManagementController.cs,96
MyBoga,ProjectManagement,POST,/api/ProjectManagement/ListDepartment,No visible handler-level auth,,ProjectManagementController,ListDepartment,Boga.WebAPI/Controller/ProjectManagementController.cs,427
MyBoga,ProjectManagement,POST,/api/ProjectManagement/ListEmployee,No visible handler-level auth,,ProjectManagementController,ListEmployee,Boga.WebAPI/Controller/ProjectManagementController.cs,396
MyBoga,ProjectManagement,POST,/api/ProjectManagement/ListProject,No visible handler-level auth,,ProjectManagementController,Test,Boga.WebAPI/Controller/ProjectManagementController.cs,64
MyBoga,ProjectManagement,POST,/api/ProjectManagement/PostAttachment,No visible handler-level auth,,ProjectManagementController,PostAttachment,Boga.WebAPI/Controller/ProjectManagementController.cs,244
MyBoga,ProjectManagement,POST,/api/ProjectManagement/PostAttachment2,No visible handler-level auth,,ProjectManagementController,PostAttachment2,Boga.WebAPI/Controller/ProjectManagementController.cs,272
MyBoga,ProjectManagement,POST,/api/ProjectManagement/PostComment,No visible handler-level auth,,ProjectManagementController,PostComment,Boga.WebAPI/Controller/ProjectManagementController.cs,215
MyBoga,ProjectManagement,POST,/api/ProjectManagement/ScheduledNotification,No visible handler-level auth,,ProjectManagementController,ScheduledNotification,Boga.WebAPI/Controller/ProjectManagementController.cs,368
MyBoga,ProjectManagement,POST,/api/ProjectManagement/SubmitHeaderTask,No visible handler-level auth,,ProjectManagementController,SubmitHeaderTask,Boga.WebAPI/Controller/ProjectManagementController.cs,543
MyBoga,ProjectManagement,POST,/api/ProjectManagement/SubmitTask,No visible handler-level auth,,ProjectManagementController,SubmitTask,Boga.WebAPI/Controller/ProjectManagementController.cs,458
MyBoga,ProjectManagement,POST,/api/ProjectManagement/UpdateProject,No visible handler-level auth,,ProjectManagementController,UpdateProject,Boga.WebAPI/Controller/ProjectManagementController.cs,186
MyBoga,ProjectManagement,POST,/api/ProjectManagement/UpdateStatus,No visible handler-level auth,,ProjectManagementController,UpdateStatus,Boga.WebAPI/Controller/ProjectManagementController.cs,127
MyBoga,ProjectManagement,POST,/api/ProjectManagement/UpdateStatusProject,No visible handler-level auth,,ProjectManagementController,UpdateStatusProject,Boga.WebAPI/Controller/ProjectManagementController.cs,157
MyBoga,Promotion,POST,/api/Promotion/ListPromotionMenu,No visible handler-level auth,,PromotionController,ListPromotionMenu,Boga.WebAPI/Controller/PromotionController.cs,30
MyBoga,Promotion,POST,/api/Promotion/ListPromotionOutlet,No visible handler-level auth,,PromotionController,ListPromotionOutlet,Boga.WebAPI/Controller/PromotionController.cs,22
MyBoga,PublicHoliday,POST,/api/PublicHoliday/PublicHolidayList,No visible handler-level auth,,PublicHolidayController,PublicHolidayList,Boga.WebAPI/Controller/PublicHolidayController.cs,34
MyBoga,QRReceipt,POST,/api/QRReceipt/Confirm,No visible handler-level auth,,QRReceiptController,Confirm,Boga.WebAPI/Controller/QRReceiptController.cs,72
MyBoga,QRReceipt,POST,/api/QRReceipt/GetData,No visible handler-level auth,,QRReceiptController,GetData,Boga.WebAPI/Controller/QRReceiptController.cs,37
MyBoga,RecentActivity,POST,/api/RecentActivity/GetData,No visible handler-level auth,,RecentActivityController,RecentActivity,Boga.WebAPI/Controller/RecentActivityController.cs,17
MyBoga,Sales,POST,/api/Sales/CashTransactionList,No visible handler-level auth,,SalesController,CashTransactionList,Boga.WebAPI/Controller/SalesController.cs,131
MyBoga,Sales,POST,/api/Sales/DailySalesReportCommentByArea,No visible handler-level auth,,SalesController,DailySalesReportCommentByArea,Boga.WebAPI/Controller/SalesController.cs,226
MyBoga,Sales,POST,/api/Sales/DailySalesReportCommentByBrand,No visible handler-level auth,,SalesController,DailySalesReportDetail,Boga.WebAPI/Controller/SalesController.cs,212
MyBoga,Sales,POST,/api/Sales/DailySalesReportList,No visible handler-level auth,,SalesController,DailySalesReportList,Boga.WebAPI/Controller/SalesController.cs,142
MyBoga,Sales,POST,/api/Sales/GetDailySalesTMS,No visible handler-level auth,,SalesController,GetDailySalesTMS,Boga.WebAPI/Controller/SalesController.cs,351
MyBoga,Sales,POST,/api/Sales/GetDataListTransaksi,No visible handler-level auth,,SalesController,GetDataListTransaksi,Boga.WebAPI/Controller/SalesController.cs,259
MyBoga,Sales,POST,/api/Sales/GetDataListTransaksiGCC,No visible handler-level auth,,SalesController,GetDataListTransaksiGCC,Boga.WebAPI/Controller/SalesController.cs,313
MyBoga,Sales,POST,/api/Sales/GetDataListTransaksiVA,No visible handler-level auth,,SalesController,GetDataListTransaksiVA,Boga.WebAPI/Controller/SalesController.cs,286
MyBoga,Sales,POST,/api/Sales/GetLoyaltyPointsInfo,No visible handler-level auth,,SalesController,GetLoyaltyPointsInfo,Boga.WebAPI/Controller/SalesController.cs,340
MyBoga,Sales,POST,/api/Sales/InsertDailySalesReport,No visible handler-level auth,,SalesController,InsertDailySalesReport,Boga.WebAPI/Controller/SalesController.cs,174
MyBoga,Sales,POST,/api/Sales/InsertDailySalesReportComment,No visible handler-level auth,,SalesController,InsertDailySalesReportComment,Boga.WebAPI/Controller/SalesController.cs,186
MyBoga,Sales,POST,/api/Sales/InsertDailySalesReportCommentArea,No visible handler-level auth,,SalesController,InsertDailySalesReportCommentArea,Boga.WebAPI/Controller/SalesController.cs,199
MyBoga,Sales,POST,/api/Sales/LastSalesVA,No visible handler-level auth,,SalesController,LastSalesVA,Boga.WebAPI/Controller/SalesController.cs,110
MyBoga,Sales,POST,/api/Sales/LastSalesVATransfer,No visible handler-level auth,,SalesController,LastSalesVATransfer,Boga.WebAPI/Controller/SalesController.cs,117
MyBoga,Sales,POST,/api/Sales/SalesVAInsert,No visible handler-level auth,,SalesController,SalesVAInsert,Boga.WebAPI/Controller/SalesController.cs,53
MyBoga,Sales,POST,/api/Sales/SalesVAInsertTransfer,No visible handler-level auth,,SalesController,SalesVAInsertTransfer,Boga.WebAPI/Controller/SalesController.cs,67
MyBoga,Sales,POST,/api/Sales/SalesVAList,No visible handler-level auth,,SalesController,SalesVAList,Boga.WebAPI/Controller/SalesController.cs,96
MyBoga,Sales,POST,/api/Sales/SalesVATransferList,No visible handler-level auth,,SalesController,SalesVATransferList,Boga.WebAPI/Controller/SalesController.cs,103
MyBoga,Sales,POST,/api/Sales/SalesVAUpdateStatus,No visible handler-level auth,,SalesController,SalesVAUpdateStatus,Boga.WebAPI/Controller/SalesController.cs,81
MyBoga,StockOpname,POST,/api/StockOpname/CheckStockOpnameDataFromScheduler,No visible handler-level auth,,StockOpnameController,CheckStockOpnameDataFromScheduler,Boga.WebAPI/Controller/StockOpnameController.cs,118
MyBoga,StockOpname,POST,/api/StockOpname/GetData,No visible handler-level auth,,StockOpnameController,GetData,Boga.WebAPI/Controller/StockOpnameController.cs,83
MyBoga,StockOpname,POST,/api/StockOpname/GetDataDetailHistory,No visible handler-level auth,,StockOpnameController,GetDataDetailHistory,Boga.WebAPI/Controller/StockOpnameController.cs,97
MyBoga,StockOpname,POST,/api/StockOpname/GetListHistory,No visible handler-level auth,,StockOpnameController,GetListHistory,Boga.WebAPI/Controller/StockOpnameController.cs,90
MyBoga,StockOpname,POST,/api/StockOpname/PostAttachment,No visible handler-level auth,,StockOpnameController,PostAttachment,Boga.WebAPI/Controller/StockOpnameController.cs,125
MyBoga,StockOpname,POST,/api/StockOpname/PostData,No visible handler-level auth,,StockOpnameController,PostData,Boga.WebAPI/Controller/StockOpnameController.cs,24
MyBoga,StockOpname,POST,/api/StockOpname/PostData2,No visible handler-level auth,,StockOpnameController,PostData2,Boga.WebAPI/Controller/StockOpnameController.cs,31
MyBoga,StockOpname,POST,/api/StockOpname/PostData3,No visible handler-level auth,,StockOpnameController,PostData3,Boga.WebAPI/Controller/StockOpnameController.cs,38
MyBoga,StockOpname,POST,/api/StockOpname/PostImage,No visible handler-level auth,,StockOpnameController,PostImage,Boga.WebAPI/Controller/StockOpnameController.cs,45
MyBoga,StockOpname,POST,/api/StockOpname/SubmitStockOpnameDataFromScheduler,No visible handler-level auth,,StockOpnameController,SubmitStockOpnameDataFromScheduler,Boga.WebAPI/Controller/StockOpnameController.cs,111
MyBoga,StockOpname,POST,/api/StockOpname/UpdateDetailStockOpnameFromScheduler,No visible handler-level auth,,StockOpnameController,UpdateDetailStockOpnameFromScheduler,Boga.WebAPI/Controller/StockOpnameController.cs,104
MyBoga,StockOpname,POST,/api/StockOpname/UpdateStatus,No visible handler-level auth,,StockOpnameController,UpdateStatus,Boga.WebAPI/Controller/StockOpnameController.cs,64
MyBoga,StrategicMetrics,POST,/api/StrategicMetrics/MetricsFilterList,No visible handler-level auth,,StrategicMetricsController,MetricsFilterList,Boga.WebAPI/Controller/StrategicMetricsController.cs,32
MyBoga,StrategicMetrics,POST,/api/StrategicMetrics/StrategicMetricsDashboardData,No visible handler-level auth,,StrategicMetricsController,StrategicMetricsDashboardData,Boga.WebAPI/Controller/StrategicMetricsController.cs,39
MyBoga,StrategicMetrics,POST,/api/StrategicMetrics/StrategicMetricsPerBrand,No visible handler-level auth,,StrategicMetricsController,StrategicMetricsPerBrand,Boga.WebAPI/Controller/StrategicMetricsController.cs,49
MyBoga,Ticketing,POST,/api/Ticketing/CategoryPerTechnician,No visible handler-level auth,,TicketingController,CategoryPerTechnician,Boga.WebAPI/Controller/TicketingController.cs,248
MyBoga,Ticketing,POST,/api/Ticketing/GetMessage,No visible handler-level auth,,TicketingController,GetMessage,Boga.WebAPI/Controller/TicketingController.cs,234
MyBoga,Ticketing,POST,/api/Ticketing/List_Ticketing_By_PIC,No visible handler-level auth,,TicketingController,List_Ticketing_By_PIC,Boga.WebAPI/Controller/TicketingController.cs,177
MyBoga,Ticketing,POST,/api/Ticketing/MainCategoryList,No visible handler-level auth,,TicketingController,MainCategoryList,Boga.WebAPI/Controller/TicketingController.cs,241
MyBoga,Ticketing,POST,/api/Ticketing/MyAssignedTicket,No visible handler-level auth,,TicketingController,MyAssignedTicket,Boga.WebAPI/Controller/TicketingController.cs,185
MyBoga,Ticketing,POST,/api/Ticketing/MyCreatedTicket,No visible handler-level auth,,TicketingController,MyCreatedTicket,Boga.WebAPI/Controller/TicketingController.cs,192
MyBoga,Ticketing,POST,/api/Ticketing/My_TicketList,No visible handler-level auth,,TicketingController,My_TicketList,Boga.WebAPI/Controller/TicketingController.cs,200
MyBoga,Ticketing,POST,/api/Ticketing/PostNewData,No visible handler-level auth,,TicketingController,PostNewData,Boga.WebAPI/Controller/TicketingController.cs,62
MyBoga,Ticketing,POST,/api/Ticketing/RatingTicket,No visible handler-level auth,,TicketingController,RatingTicket,Boga.WebAPI/Controller/TicketingController.cs,215
MyBoga,Ticketing,POST,/api/Ticketing/ResubmitData,No visible handler-level auth,,TicketingController,ResubmitData,Boga.WebAPI/Controller/TicketingController.cs,124
MyBoga,Ticketing,POST,/api/Ticketing/SendMessage,No visible handler-level auth,,TicketingController,SendMessage,Boga.WebAPI/Controller/TicketingController.cs,143
MyBoga,Ticketing,POST,/api/Ticketing/TechnicianList,No visible handler-level auth,,TicketingController,TechnicianList,Boga.WebAPI/Controller/TicketingController.cs,256
MyBoga,Ticketing,POST,/api/Ticketing/Ticketing_Data,No visible handler-level auth,,TicketingController,Ticketing_Data,Boga.WebAPI/Controller/TicketingController.cs,208
MyBoga,Ticketing,POST,/api/Ticketing/UpdateCategory,No visible handler-level auth,,TicketingController,UpdateCategory,Boga.WebAPI/Controller/TicketingController.cs,86
MyBoga,Ticketing,POST,/api/Ticketing/UpdateStatus,No visible handler-level auth,,TicketingController,UpdateStatus,Boga.WebAPI/Controller/TicketingController.cs,105
MyBoga,Transaction,POST,/api/Transaction/ListDataPrint,No visible handler-level auth,,TransactionController,ListDataPrint,Boga.WebAPI/Controller/TransactionController.cs,26
MyBoga,User,POST,/api/User/ChangePassword,No visible handler-level auth,,UserController,ChangePassword,Boga.WebAPI/Controller/UserController.cs,67
MyBoga,User,POST,/api/User/ESBWebAppsLogin,No visible handler-level auth,,UserController,ESBWebAppsLogin,Boga.WebAPI/Controller/UserController.cs,86
MyBoga,User,POST,/api/User/GetUser,No visible handler-level auth,,UserController,GetUser,Boga.WebAPI/Controller/UserController.cs,57
MyBoga,User,POST,/api/User/ResetPasswordExternal,No visible handler-level auth,,UserController,ResetPasswordExternal,Boga.WebAPI/Controller/UserController.cs,215
MyBoga,User,POST,/api/User/SendRegistrationOTP,No visible handler-level auth,,UserController,SendRegistrationOTP,Boga.WebAPI/Controller/UserController.cs,115
MyBoga,User,POST,/api/User/SendResetOTP,No visible handler-level auth,,UserController,SendResetOTP,Boga.WebAPI/Controller/UserController.cs,138
MyBoga,User,POST,/api/User/SignUpUserExternalOTP,No visible handler-level auth,,UserController,SignUpUserExternalOTP,Boga.WebAPI/Controller/UserController.cs,184
MyBoga,User,POST,/api/User/ValidateResetOTP,No visible handler-level auth,,UserController,ValidateResetOTP,Boga.WebAPI/Controller/UserController.cs,161
MyBoga,VirtualAccount,POST,/api/VirtualAccount/VAGetBankList,No visible handler-level auth,,VirtualAccountController,VAGetBankList,Boga.WebAPI/Controller/VirtualAccountController.cs,65
MyBoga,VirtualAccount,POST,/api/VirtualAccount/VAUpdateStatus,No visible handler-level auth,,VirtualAccountController,VAUpdateStatus,Boga.WebAPI/Controller/VirtualAccountController.cs,50
MyBoga,VoucherB2B,POST,/api/VoucherB2B/UpdateEncryptedVoucher,No visible handler-level auth,,VoucherB2BController,UpdateEncryptedVoucher,Boga.WebAPI/Controller/VoucherB2BController.cs,28
MyBoga,VoucherOnline,POST,/api/VoucherOnline/EmailNotification,No visible handler-level auth,,VoucherOnlineController,ProductionExportEmailNotification,Boga.WebAPI/Controller/VoucherOnlineController.cs,45
MyBoga,VoucherOnline,POST,/api/VoucherOnline/GenerateVoucherB2C,No visible handler-level auth,,VoucherOnlineController,GenerateVoucherB2C,Boga.WebAPI/Controller/VoucherOnlineController.cs,74
MyBoga,VoucherOnline,POST,/api/VoucherOnline/RedeemVoucherBoga,No visible handler-level auth,,VoucherOnlineController,RedeemVoucherBoga,Boga.WebAPI/Controller/VoucherOnlineController.cs,24
MyBoga,WorkStep,POST,/api/WorkStep/AddImages,No visible handler-level auth,,WorkStepController,AddImages,Boga.WebAPI/Controller/WorkStepController.cs,300
MyBoga,WorkStep,POST,/api/WorkStep/CreateNewTransaction,No visible handler-level auth,,WorkStepController,CreateNewTransaction,Boga.WebAPI/Controller/WorkStepController.cs,427
MyBoga,WorkStep,POST,/api/WorkStep/DeleteImages,No visible handler-level auth,,WorkStepController,DeleteImages,Boga.WebAPI/Controller/WorkStepController.cs,72
MyBoga,WorkStep,POST,/api/WorkStep/DeleteTransaction,No visible handler-level auth,,WorkStepController,DeleteTransaction,Boga.WebAPI/Controller/WorkStepController.cs,456
MyBoga,WorkStep,POST,/api/WorkStep/GetDetailTransactions,No visible handler-level auth,,WorkStepController,GetDetailTransactions,Boga.WebAPI/Controller/WorkStepController.cs,51
MyBoga,WorkStep,POST,/api/WorkStep/GetTemplate,No visible handler-level auth,,WorkStepController,GetTemplate,Boga.WebAPI/Controller/WorkStepController.cs,29
MyBoga,WorkStep,POST,/api/WorkStep/GetTransactionID,No visible handler-level auth,,WorkStepController,GetTransactionID,Boga.WebAPI/Controller/WorkStepController.cs,58
MyBoga,WorkStep,POST,/api/WorkStep/GetTransactions,No visible handler-level auth,,WorkStepController,GetTransactions,Boga.WebAPI/Controller/WorkStepController.cs,36
MyBoga,WorkStep,POST,/api/WorkStep/ModifyAttachment,No visible handler-level auth,,WorkStepController,ModifyAttachment,Boga.WebAPI/Controller/WorkStepController.cs,478
MyBoga,WorkStep,POST,/api/WorkStep/PostAttachment,No visible handler-level auth,,WorkStepController,PostAttachment,Boga.WebAPI/Controller/WorkStepController.cs,97
MyBoga,WorkStep,POST,/api/WorkStep/PostAttachmentBatches,No visible handler-level auth,,WorkStepController,PostAttachmentBatches,Boga.WebAPI/Controller/WorkStepController.cs,214
MyBoga,WorkStep,POST,/api/WorkStep/PostData,No visible handler-level auth,,WorkStepController,PostData,Boga.WebAPI/Controller/WorkStepController.cs,65
MyBoga,WorkStep,POST,/api/WorkStep/PostDataNew,No visible handler-level auth,,WorkStepController,PostDataNew,Boga.WebAPI/Controller/WorkStepController.cs,90
MyBoga,WorkStep,POST,/api/WorkStep/SubmitTransactionIDRef,No visible handler-level auth,,WorkStepController,SubmitTransactionIDRef,Boga.WebAPI/Controller/WorkStepController.cs,408
VMS,GoodsReceipt,POST,/api/GoodsReceipt/GetGoodsDelivery,No visible handler-level auth,,GoodsReceiptController,GetGoodsDelivery,Boga.WebAPI/Controller/GoodsReceiptController.cs,35
VMS,GoodsReceipt,POST,/api/GoodsReceipt/GetGoodsReceipt,No visible handler-level auth,,GoodsReceiptController,GetGoodsReceipt,Boga.WebAPI/Controller/GoodsReceiptController.cs,44
VMS,GoodsReceipt,POST,/api/GoodsReceipt/GoodsReceiptSupport,No visible handler-level auth,,GoodsReceiptController,GoodsReceiptSupport,Boga.WebAPI/Controller/GoodsReceiptController.cs,53
VMS,GoodsReceipt,POST,/api/GoodsReceipt/ListGoodsReceipt,No visible handler-level auth,,GoodsReceiptController,GetGoodsReceiptList,Boga.WebAPI/Controller/GoodsReceiptController.cs,15
VMS,GoodsReceipt,POST,/api/GoodsReceipt/SaveGoodsReceipt,No visible handler-level auth,,GoodsReceiptController,SaveGoodsReceipt,Boga.WebAPI/Controller/GoodsReceiptController.cs,28
VMS,GoodsReceipt,POST,/api/GoodsReceipt/UpdateStatus,No visible handler-level auth,,GoodsReceiptController,UpdateStatusGoodsReceipt,Boga.WebAPI/Controller/GoodsReceiptController.cs,60
VMS,PurchaseOrder,POST,/api/PurchaseOrder/CreatePurchaseOrder,No visible handler-level auth,,PurchaseOrderController,CreatePurchaseOrder,Boga.WebAPI/Controller/PurchaseOrderController.cs,50
VMS,PurchaseOrder,POST,/api/PurchaseOrder/SavePOFromESB,No visible handler-level auth,,PurchaseOrderController,SavePO,Boga.WebAPI/Controller/PurchaseOrderController.cs,84
VMS,PurchaseOrder,POST,/api/PurchaseOrder/SendPOToSupplier,No visible handler-level auth,,PurchaseOrderController,SendPO,Boga.WebAPI/Controller/PurchaseOrderController.cs,93
VMS,PurchaseRequest,POST,/api/PurchaseRequest/DataApprovalUser,No visible handler-level auth,,PurchaseRequestController,DataApprovalUser,Boga.WebAPI/Controller/PurchaseRequestController.cs,120
VMS,PurchaseRequest,POST,/api/PurchaseRequest/IsUserApproval,No visible handler-level auth,,PurchaseRequestController,IsUserApproval,Boga.WebAPI/Controller/PurchaseRequestController.cs,150
VMS,PurchaseRequest,POST,/api/PurchaseRequest/ListDefaultEmail,No visible handler-level auth,,PurchaseRequestController,ListDefaultEmail,Boga.WebAPI/Controller/PurchaseRequestController.cs,113
VMS,PurchaseRequest,POST,/api/PurchaseRequest/SendEmail,No visible handler-level auth,,PurchaseRequestController,SendEmail,Boga.WebAPI/Controller/PurchaseRequestController.cs,34
VMS,Supplier,POST,/api/Supplier/GetSupplier,No visible handler-level auth,,SupplierController,GetSupplier,Boga.WebAPI/Controller/SupplierController.cs,15
VMS,Supplier,POST,/api/Supplier/ProductSupplyCategoryList,No visible handler-level auth,,SupplierController,ProductSupplyCategoryList,Boga.WebAPI/Controller/SupplierController.cs,36
VMS,Supplier,POST,/api/Supplier/SaveSupplier,No visible handler-level auth,,SupplierController,SaveSupplier,Boga.WebAPI/Controller/SupplierController.cs,22
VMS,Supplier,POST,/api/Supplier/TOPSupplierList,No visible handler-level auth,,SupplierController,TOPSupplierList,Boga.WebAPI/Controller/SupplierController.cs,29
VMS,VendorRequest,POST,/api/VendorRequest/CategoryList,No visible handler-level auth,,VendorRequestController,CategoryList,Boga.WebAPI/Controller/VendorRequestController.cs,239
VMS,VendorRequest,POST,/api/VendorRequest/DataStatusHistory,No visible handler-level auth,,VendorRequestController,DataStatusHistory,Boga.WebAPI/Controller/VendorRequestController.cs,246
VMS,VendorRequest,POST,/api/VendorRequest/GetDataVendorRequestByToken,No visible handler-level auth,,VendorRequestController,GetDataVendorRequestByToken,Boga.WebAPI/Controller/VendorRequestController.cs,198
VMS,VendorRequest,POST,/api/VendorRequest/ListBrand,No visible handler-level auth,,VendorRequestController,ListBrand,Boga.WebAPI/Controller/VendorRequestController.cs,114
